9/28/2016,7151 Firethorn Lane,College Park,GA,30349,Trail Approved
9/1/2016,1225 Crawford Way,Pooler,GA,31322,Trail Approved
9/27/2016,305 Terrace Hill Road,Wrens,GA,30833,Trail Approved
9/26/2016,292 Jones Circle,Cataula,GA,31804,Closed
9/13/2016,1838 Nicole Lane,Lithnonia,GA,30058,Closed
9/27/2016,4812 Jasmine Way,Hephzibah,GA,30815,Closed
9/6/2016,7744 Antebellum Lanes,Riverdale,GA,30274,Trail Approved
9/9/2016,3655 Habersham Road NE #113,Atlanta,GA,30305,Trail Approved
9/30/2016,192 Morningdew Circle,Pearson,GA,31642,Trail Approved
9/26/2016,8625 Cooperridge Drive,Winston,GA,30187,Trail Approved
9/1/2016,1568 Juniper Lane,Townsend,GA,31331,Closed
9/25/2016,1120 Oriole Drive,Thomasville,GA,31792,Closed
9/24/2016,3939 Old Petersburg Road,Augusta,GA,30907,Trail Approved
9/14/2016,6159 Sable Fox Drive,Riverdale,GA,30296,Trail Approved
9/25/2016,120 Bayswater Drive,Suwanee,GA,30024,Trail Approved
9/28/2016,4155 Misty Morn Way,Powder Springs,GA,30217,Closed
9/2/2016,625 Stillhouse Lane,Alpharetta,GA,30004,Closed
9/25/2016,10 Lee Drive,Carrollton,GA,30116,Closed
9/24/2016,1111 Hickory Lane,White Plain,GA,30678,Closed
9/24/2016,49 Consair Circle,Port Wentworth,GA,31407,Closed
9/28/2016,6215 Wurtenburg Court,Stone Mountain,GA,30087,Closed
9/14/2016,190 Bottoms Road,Barnesville,GA,30204,Closed
9/23/2016,445 Harvick Circle,Stockbridge,GA,30281,Closed
9/27/2016,2272 Helcyon Way,Lawrenceville,GA,30044,Closed
9/26/2016,1423 Dillard Heights Dr,Bethlehem,GA,30620,Closed
9/2/2016,6912 Talkeets Court,Atl,GA,30331,Closed
9/23/2016,3650 Wynter Frost Walk,Bethlehem,GA,30620,Closed
